"","2","3","4","5","6","7","8","9","10"
"2",0,0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,1,1,2
"5",0,0,0,0,1,1,2,3,3
"6",0,0,0,0,1,3,3,4,6
"7",0,0,0,1,2,4,5,6,8
"8",0,0,1,2,3,5,6,8,10
"9",0,0,1,3,5,6,8,10,13
"10",0,0,2,4,5,7,10,12,14
