"","Norm_Para_UB","Norm_Para_LB","Norm_NPar_UB","Norm_NPar_LB","t_Para_UB","t_Para_LB","t_NPar_UB","t_NPar_LB"
"1",0.431892219685845,0.21151488126087,0.440091592246775,0.215429461086603,0.128505523484608,-0.0993722380533819,0.123448505708112,-0.106358740886514
"2",0.428016021732817,0.209732521687528,0.431843287077255,0.204113543612824,0.125959368689759,-0.102271419574893,0.127977153973995,-0.105525859000745
"3",0.424921066194965,0.213755764473122,0.428379780594304,0.213928932785518,0.127186358426204,-0.0999333530098131,0.121375361690214,-0.106233474145351
"4",0.435878280916426,0.221100589382365,0.436557089060858,0.21102694090863,0.127180751478037,-0.0990802145833696,0.130206356158035,-0.100778075891792
"5",0.428049673067042,0.211893397433926,0.440162919278127,0.207047296808447,0.14014951833413,-0.0983560819320811,0.127059977943351,-0.104357822749989
"6",0.430885925282069,0.212602088115799,0.425252984639251,0.208345538822012,0.144733749997981,-0.100813610482632,0.114720675363776,-0.0905203314672906
"7",0.428876654789628,0.211946749314934,0.425742102790359,0.204284956966365,0.129383298818022,-0.0980077962083599,0.126503230345591,-0.108160949761728
"8",0.429915949992457,0.21541912223008,0.433116182498557,0.216979362285482,0.113562813584679,-0.0978350160892433,0.124251985619989,-0.093878884692773
"9",0.426454228228843,0.214816290068843,0.430433956282926,0.214548843123946,0.119405345251732,-0.105499707629251,0.129024468448458,-0.099565888265737
"10",0.434445355247253,0.218634772380918,0.43330846245316,0.218835062296506,0.122883245078084,-0.100015010434498,0.117830703094937,-0.0973779285412395
"11",0.437875866331548,0.208920107950447,0.43082569665633,0.215611875415013,0.118557738499487,-0.114422428476551,0.125370883680467,-0.105103875563578
"12",0.440515716796771,0.206954195933944,0.416713786135164,0.223288420244485,0.135192735229044,-0.114368594865511,0.113504787424796,-0.105864526823197
"13",0.429547588993809,0.211404715071479,0.437981019069642,0.216348738447659,0.129053081730537,-0.0962825521781174,0.127392804201169,-0.11729391397439
"14",0.433016702906784,0.209853515406224,0.431655011425818,0.202266705524819,0.126113696580555,-0.102430178481107,0.135373348960416,-0.0998993762387567
"15",0.428500659082361,0.215105209568693,0.427082106156824,0.217644102214801,0.141861436237491,-0.103758331855714,0.121930137587368,-0.094274682098803
"16",0.441769678657769,0.20896600646537,0.42635305547321,0.209952083318113,0.102809181315784,-0.0944838222532138,0.142602439844512,-0.112192100179516
"17",0.426916614674444,0.212724554489245,0.432635538818437,0.21173047020268,0.127997127604249,-0.112268163514414,0.124906993231412,-0.11132449800716
"18",0.435166922226318,0.21397206309865,0.423119985323281,0.213883819343205,0.13932882695573,-0.10703857181352,0.114753126744315,-0.104299097904143
"19",0.42156140306728,0.20767706961555,0.435088659733095,0.217275300629876,0.143515518675252,-0.0991471801445599,0.130474877222824,-0.104808781144059
"20",0.441001863266893,0.193841773309497,0.433959200297587,0.201643808773226,0.124928373998636,-0.103863779012843,0.146205211818751,-0.107719168238375
"21",0.428675054899433,0.206053837573817,0.432817856849279,0.213162155581326,0.124661228322152,-0.100761700408694,0.122592043832292,-0.102237407762094
"22",0.428379751075568,0.210607136393363,0.427241790116263,0.208441679944264,0.122859370023687,-0.112991871482477,0.12210854777361,-0.105422805186181
"23",0.420285622654297,0.195936075273403,0.434684672166656,0.220429039923732,0.125306438577619,-0.0980668277459585,0.129268095362506,-0.103129187112222
"24",0.434738926257913,0.200153895737627,0.425833771490174,0.21227940435805,0.127871867006878,-0.0947951624887257,0.13011769934882,-0.106719657016186
"25",0.428012678129392,0.197231356948231,0.423850712815352,0.218339952119113,0.125010237585088,-0.0950239406429165,0.124126724059637,-0.0966066411972179
"26",0.431524809557324,0.219377288165578,0.434838060968728,0.210816655203012,0.126458130551629,-0.118889283701235,0.126978241684719,-0.109846270367346
"27",0.428971471243217,0.211471999169484,0.438985539759582,0.205981118443738,0.125265893992105,-0.0986369277211417,0.136187114844892,-0.0948905137227837
"28",0.433052006800797,0.212306843376402,0.417391896278034,0.202311476314184,0.126024703657328,-0.0976223416729798,0.11888974252005,-0.115539773638876
"29",0.432751759144208,0.201642067237197,0.430395840940345,0.209730638050523,0.13625129135427,-0.105882238462823,0.123585675220103,-0.108416441059307
"30",0.432733693186526,0.207763548344328,0.439741195838221,0.217450037404617,0.130851343784218,-0.0961836021177615,0.133015133850833,-0.0923796005975827
